model_id,jalan,lema,jawaban_model,kunci_hadir
deepseek-v4-flash,3,Inggil,"""Inggil"" berarti ""tinggi"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Isuk,Isuk artinya pagi.,1
deepseek-v4-flash,3,Jalaran,"Jalaran berarti ""karena"" atau ""sebab"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Janganan,Janganan berarti sayur-sayuran atau aneka masakan sayur.,1
deepseek-v4-flash,3,Jeblos,Jeblos artinya jatuh terperosok (ke dalam lubang atau tanah).,1
deepseek-v4-flash,3,Jeglongan,Jeglongan artinya lubang di jalan atau jalan yang berlubang.,1
deepseek-v4-flash,3,Kae,"Kata ""kae"" berarti ""itu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Kajeng,"Kajeng berarti ""maksud"" atau ""keinginan"" (dalam bahasa Jawa halus/krama).",1
deepseek-v4-flash,3,Kawulo,"""Kawulo"" berarti ""saya"" atau ""hamba"" (aku/rakyat) dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Kaya dene,"""Kaya dene"" berarti ""seperti"" atau ""bagaikan"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Kebluk,"Kebluk berarti ""tertutup"" (tidak sengaja tertutup) atau ""bodoh"" (dalam konteks informal).",0
deepseek-v4-flash,3,Keluk,Keluk berarti lengkung atau bengkok.,0
deepseek-v4-flash,3,Kepethuk,"Kepethuk berarti ""bertemu"" atau ""tertabrak"" (tergantung konteks) dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Keplongor,"Arti kata ""keplongor"" dalam bahasa Indonesia adalah terpeleset atau tergelincir (karena licin).",0
deepseek-v4-flash,3,Kiwa,"Arti kata ""Kiwa"" dalam bahasa Indonesia adalah ""kiri"".",1
deepseek-v4-flash,3,Koen,"Koen artinya ""kamu"" atau ""engkau"" dalam bahasa Jawa ngoko (kasar).",1
deepseek-v4-flash,3,Kowe,"""Kowe"" berarti ""kamu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Kula,"Kula berarti ""saya"" (aku) dalam bahasa Indonesia, khususnya dalam bahasa Jawa halus (krama).",1
deepseek-v4-flash,3,Kulon,"Kulon berarti ""barat"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Kupat,Kupat dalam bahasa Indonesia berarti ketupat.,1
deepseek-v4-flash,3,Lanang,Lanang berarti laki-laki atau pria.,1
deepseek-v4-flash,3,lhais,"""Lhais"" berarti ""oh iya"" atau ""betul juga"" (ungkapan setuju atau menyadari sesuatu).",0
deepseek-v4-flash,3,Likur,"Likur berarti ""dua puluh"" (20), khususnya digunakan untuk menyebut angka 21 hingga 29 dalam penanggalan Jawa.",1
deepseek-v4-flash,3,Londo ireng,Londo ireng artinya orang Belanda (atau orang asing/bule) yang berkulit hitam.,1
deepseek-v4-flash,3,Luwes,"Luwes berarti lentur, tidak kaku, dan pandai menyesuaikan diri (anggun dalam gerak atau sikap).",1
deepseek-v4-flash,3,Mbanyol,Mbanyol artinya bercanda atau bergurau.,1
deepseek-v4-flash,3,Mbeling,"Mbeling artinya nakal atau bandel, tetapi sering kali dengan konotasi lucu atau menggemaskan.",1
deepseek-v4-flash,3,mbesengut,Mbesengut artinya cemberut atau merengut (wajah masam karena kesal).,1
deepseek-v4-flash,3,Mbok,"Arti kata ""Mbok"" dalam bahasa Indonesia adalah ""ibu"" atau panggilan untuk perempuan yang lebih tua.",1
deepseek-v4-flash,3,Mboten,"Mboten artinya ""tidak"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Meh,"Arti kata ""meh"" dalam bahasa Jawa adalah ""hampir"" atau ""mau"".",1
deepseek-v4-flash,3,Mekaten,"Mekaten artinya ""begitu"" atau ""demikian"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Mendoan,Mendoan adalah tempe (atau tahu) yang digoreng setengah matang dengan lapisan tepung berbumbu sehingga teksturnya lembek.,1
deepseek-v4-flash,3,Meneh,"""Meneh"" berarti ""lagi"" atau ""ulang"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Menungso,Menungso artinya manusia.,1
deepseek-v4-flash,3,Mrene,"""Mrene"" artinya ""ke sini"" atau ""kemari"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Mripate,Matanya.,1
deepseek-v4-flash,3,Muwah-muwuh,"""Muwah-muwuh"" berarti semakin bertambah atau semakin menjadi-jadi.",0
deepseek-v4-flash,3,Namung,Namung artinya hanya atau cuma.,1
deepseek-v4-flash,3,Nanging,"""Nanging"" dalam bahasa Indonesia berarti ""tetapi"" atau ""namun"".",1
deepseek-v4-flash,3,Ndrawasi,Ndrawasi berarti menghina atau merendahkan.,0
deepseek-v4-flash,3,Nduwur,"Nduwur artinya ""di atas"" atau ""bagian atas"".",1
deepseek-v4-flash,3,Nedha,"Nedha berarti ""makan"" (dalam bahasa halus/krama) atau ""meminta"".",1
deepseek-v4-flash,3,Ngarit,Ngarit berarti mencari atau memotong rumput untuk pakan ternak.,1
deepseek-v4-flash,3,Ngebaki,Ngebaki artinya memenuhi atau mengisi sampai penuh.,1
deepseek-v4-flash,3,Ngecembeng,Ngecembeng artinya cemberut atau memasang wajah tidak senang.,0
deepseek-v4-flash,3,Ngelih,Ngelih artinya lapar.,1
deepseek-v4-flash,3,nggapleki,Artinya **menyuap** atau **memberi uang (imbalan) untuk mempengaruhi seseorang**.,0
deepseek-v4-flash,3,Nggawe,Nggawe artinya membuat atau mengerjakan.,1
deepseek-v4-flash,3,nggeh,"Arti kata ""nggeh"" adalah ""ya"" atau ""iya"", yang digunakan sebagai ungkapan persetujuan atau jawaban sopan dalam bahasa Jawa.",1
deepseek-v4-flash,3,Nggoser,Nggoser artinya menggosok-gosokkan badan atau sesuatu pada permukaan yang kasar.,0
deepseek-v4-flash,3,Nggugah,"Arti kata ""Nggugah"" dalam bahasa Indonesia adalah **membangunkan** atau **menggugah** (membangkitkan kesadaran, semangat, atau perasaan).",1
deepseek-v4-flash,3,Ngono,"Ngono berarti ""begitu"" atau ""seperti itu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Niku,"""Niku"" artinya ""itu"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Ning,"""Ning"" berarti ""di"" (kata depan untuk menunjukkan tempat atau lokasi).",0
deepseek-v4-flash,3,Ningali,Ningali artinya melihat atau memandang.,1
deepseek-v4-flash,3,Njero,"Arti kata ""njero"" adalah ""di dalam"" atau ""bagian dalam"".",1
deepseek-v4-flash,3,Nrimo,"""Nrimo"" berarti menerima dengan ikhlas dan lapang dada terhadap segala keadaan atau pemberian.",1
deepseek-v4-flash,3,Nyambut,"Nyambut berarti 'menyambut' atau 'menerima', dan dalam konteks kerja (nyambut gawe) berarti 'bekerja'.",0
deepseek-v4-flash,3,Nyandhak,"Arti kata ""nyandhak"" adalah menyangkal atau tidak mengakui (perkataan, perbuatan, atau tanggung jawab).",0
deepseek-v4-flash,3,Og,"Arti kata ""Og"" dalam bahasa Jawa (khususnya dialek Jawa Timuran/Surabaya) adalah ""tidak"" atau ""nggak"".",0
deepseek-v4-flash,3,Padha,"Padha berarti ""sama"" atau ""semua"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Pancen,"""Pancen"" berarti ""memang"" atau ""sungguh-sungguh"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Panggah,Panggah berarti tetap atau tidak berubah.,1
deepseek-v4-flash,3,Panjenengan,"Panjenengan artinya ""Anda"" (kata ganti orang kedua yang sangat sopan/halus).",1
deepseek-v4-flash,3,Pedhot,Pedhot artinya putus atau terputus (seperti tali yang putus).,1
deepseek-v4-flash,3,Pewe,"Pewe berarti ""capek"" atau ""pusing"" (merasa lelah).",0
deepseek-v4-flash,3,Pindho,"Pindho berarti ""dua kali"" atau ""kembar"" (dalam konteks tertentu, sering berarti ""dua kali lipat"" atau ""mengulang"").",1
deepseek-v4-flash,3,Pirantos,Pirantos artinya peralatan atau perlengkapan.,1
deepseek-v4-flash,3,Pitakon,"Pitakon berarti ""pertanyaan"" atau ""tanya"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Piyambak,Piyambak artinya sendiri atau seorang diri.,1
deepseek-v4-flash,3,Purun,Purun artinya mau atau bersedia.,1
deepseek-v4-flash,3,Reksa,"Arti kata ""reksa"" dalam bahasa Indonesia adalah ""jaga"" atau ""pelihara"", yang juga bermakna ""merawat"" atau ""melindungi"".",1
deepseek-v4-flash,3,Rene,"Kata ""rene"" dalam bahasa Jawa berarti ""ke sini"" atau ""kemari"".",1
deepseek-v4-flash,3,Riyoyo,"Riyoyo artinya hari raya, biasanya merujuk pada Lebaran (Idul Fitri).",1
deepseek-v4-flash,3,Rontek,Rontek adalah alat musik tradisional dari bambu yang digoyang-goyangkan untuk mengeluarkan bunyi.,0
deepseek-v4-flash,3,Sae,"Arti kata ""sae"" dalam bahasa Indonesia adalah ""baik"" atau ""bagus"".",1
deepseek-v4-flash,3,Saged,"""Saged"" berarti ""bisa"" atau ""dapat"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Sagedipun,"Artinya adalah ""sebisanya"" atau ""semampunya"".",1
deepseek-v4-flash,3,Sampun,"""Sampun"" artinya ""sudah"" atau ""selesai"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Sanadyan,"Sanadyan artinya ""meskipun"" atau ""walaupun"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Seje,"""Seje"" dalam bahasa Indonesia berarti ""berbeda"" atau ""lain"".",1
deepseek-v4-flash,3,Senep,Senep dalam bahasa Indonesia berarti mengantuk atau merasa lelah.,0
deepseek-v4-flash,3,Sewelas,"Sewelas berarti ""sebelas"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Sitok,Sitok artinya satu atau sebuah.,1
deepseek-v4-flash,3,Songo,Songo artinya sembilan.,1
deepseek-v4-flash,3,sopo,"""Sopo"" berarti ""siapa"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Stel kendo,Stel kendo artinya kendurkan atau longgarkan.,1
deepseek-v4-flash,3,Sugeng,"Arti kata ""Sugeng"" dalam bahasa Indonesia adalah ""selamat"".",1
deepseek-v4-flash,3,Sumelang,Sumelang artinya khawatir atau cemas.,1
deepseek-v4-flash,3,Sundel,Sundel berarti wanita jalang atau pelacur (kata kasar untuk perempuan yang dianggap tidak bermoral).,1
deepseek-v4-flash,3,Surup,"Arti kata ""surup"" adalah terbenam (tentang matahari) atau masuknya waktu senja/maghrib.",1
deepseek-v4-flash,3,Syawalan,Syawalan adalah tradisi saling memaafkan dan bersilaturahmi yang dilakukan setelah Hari Raya Idul Fitri.,1
deepseek-v4-flash,3,Tali goci,Tali untuk mengikat atau membawa kendi (goci).,0
deepseek-v4-flash,3,Tengen,Tengen artinya kanan (arah).,1
deepseek-v4-flash,3,Tiwas,Tiwas artinya sia-sia atau percuma (gagal mendapatkan hasil).,1
deepseek-v4-flash,3,Tresna,Tresna berarti cinta atau kasih sayang.,1
deepseek-v4-flash,3,Tumbas,"""Tumbas"" berarti ""beli"" dalam bahasa Indonesia.",1
deepseek-v4-flash,3,Tur,"Tur berarti ""tahu"" (mengetahui).",0
deepseek-v4-flash,3,Unjung-unjung,"Arti kata ""unjung-unjung"" adalah bertamu atau bersilaturahmi (biasanya saat hari raya untuk menghormati orang tua atau atasan).",1
deepseek-v4-flash,3,Urug,"Arti kata ""urug"" adalah menimbun atau menguruk (tanah) untuk meratakan atau mengisi lubang.",1
deepseek-v4-flash,3,Wadon,Wadon artinya perempuan atau wanita.,1
deepseek-v4-flash,3,Wedhi,Wedhi dalam bahasa Indonesia berarti pasir.,1
deepseek-v4-flash,3,Wo,"Kata ""wo"" dalam bahasa Jawa berarti ""orang"" (singkatan dari ""wong"") atau sering dipakai sebagai kata seru untuk memanggil, seperti ""hei"".",0
deepseek-v4-flash,3,Yen,"""Yen"" berarti ""jika"" atau ""kalau"" dalam bahasa Indonesia.",1
